epoch,train_total,train_l1,train_ssim,train_perc,val_psnr,val_ssim,val_lpips
24,0.19120226500108262,0.07326679829825726,0.2726972953293675,1.8133147021596745,21.890716791152954,0.7089163611332575,0.28301361824075383
25,0.19011400345452997,0.0734098140987777,0.2682337349699449,1.7976162724716718,22.165455023447674,0.7076560159524282,0.28250950140257675
26,0.18916562164938727,0.07197909114896789,0.26855248143506605,1.8066255898438683,22.21480902036031,0.7060423394044241,0.28787614156802493
27,0.18537784454434417,0.07175778528285581,0.25864266633063326,1.7551157959671908,21.942655165990193,0.7099506705999374,0.2803562395274639
28,0.1874315022498138,0.07224363495790681,0.26468455213909003,1.7743882019390431,21.439337174097698,0.7065393601854643,0.28635622560977936
29,0.18609898872384728,0.07184875134176524,0.26184078727581706,1.7613231428833895,22.54505141576131,0.7154754251241684,0.275967538356781
30,0.1842934596677159,0.07025741551851117,0.2602302173311396,1.7602604137834652,22.38199265797933,0.714775616923968,0.275689410045743
31,0.18288774854799575,0.0700986201968766,0.25827226989953095,1.7392379867938137,22.430874824523926,0.7127507627010345,0.2775446033726136
32,0.18132846172927886,0.06913271244586439,0.25480310237684917,1.7343087274898854,22.60640263557434,0.711976058781147,0.2756265451510747
33,0.18294580852569536,0.07000006491303906,0.2572812920854997,1.744352239971013,22.428218762079876,0.7159528707464536,0.2743258060266574
34,0.18698039385237436,0.07316300141545691,0.26217964430188023,1.751988503360009,22.68169625600179,0.7193772941827774,0.2731710982819398
35,0.18372388744308044,0.07114603029665097,0.2571872112362884,1.7371826657029086,22.448033730189007,0.7147374004125595,0.27701493601004284
36,0.17974153291000877,0.06834768479357856,0.2522559512493222,1.7233650208443634,22.610533555348713,0.7188451712330183,0.2746258818854888
37,0.1827046822669894,0.0702969088515108,0.25745942449384884,1.7332365716150564,22.45015788078308,0.718679279088974,0.27199645650883514
38,0.1797601637509904,0.06925308454579623,0.2520010834054429,1.706139369528423,22.6345473130544,0.714180996020635,0.2728829464564721
39,0.18085793524171956,0.06933313343933849,0.25420384559520454,1.7220883082973866,22.31519015630086,0.7172263960043589,0.27816640709837276
40,0.1815931915139505,0.07017489485153856,0.2537580881007882,1.720849707607151,22.166471242904663,0.7173420662681261,0.27184241202970344
41,0.17968721933258597,0.0690672762345436,0.2530382326407026,1.7063223738078923,22.6553959051768,0.7188080201546351,0.2667104508727789
42,0.18043566333462102,0.0694768163122872,0.2541168905043787,1.7109431125396906,22.480641921361286,0.7207642222444216,0.2675419667114814
43,0.18212066027660703,0.0706117647274058,0.2561813555946646,1.7178151533585186,22.719621181488037,0.7203258673350016,0.26723911613225937
44,0.177151163852261,0.06738076777767765,0.2502378816752471,1.6949321184047432,21.869936148325603,0.714778850475947,0.276820519939065
45,0.17722092551547428,0.06782050846621047,0.24788430933804476,1.6922396920448126,22.6057763894399,0.7229436660806338,0.26970709053178626
46,0.17818324444021366,0.06879726465242778,0.24856219573538432,1.690595153228257,22.79457139968872,0.7201355323195457,0.26604580755035084
47,0.17492893430613732,0.06707910929135112,0.2438563318677651,1.6692837892576706,22.703434228897095,0.721770611902078,0.26451719366014004
48,0.17535813707251882,0.06738275372560402,0.24534751763639523,1.6688125734181367,22.711381991704304,0.7209417099754015,0.2611384764313698
49,0.17640294512921526,0.06804422236430321,0.2481509571851686,1.670872499776441,22.84519648551941,0.7229778791467348,0.26629758191605407
50,0.17822888620602068,0.06868657653126144,0.24970086531121602,1.6914444209993347,22.75061782201131,0.7238467211524645,0.2631443353990714
51,0.17455966022703073,0.06568421559162842,0.24773861964543661,1.6820316120635632,22.54475998878479,0.7246942569812139,0.25852664560079575
52,0.17413857284673426,0.06678902881956378,0.24323789648307387,1.660515043393586,22.610787709554035,0.7226062268018723,0.2599060845871766
53,0.1768313295446163,0.0681805966580792,0.24836344520250955,1.6762877305348713,22.82683579126994,0.7176763738195101,0.2672753781080246
54,0.17525360170145368,0.06714217644184828,0.24580069313677708,1.6706270695656769,22.79087781906128,0.727577435473601,0.2550036447743575
55,0.17482303224446238,0.0669652710906988,0.24621246512546097,1.6647302582282428,22.943445682525635,0.727949062983195,0.25827205181121826
56,0.1761885538350704,0.06786552208742892,0.24604963886645415,1.6743613199670186,22.95144295692444,0.7288367475072542,0.25296336101988953
57,0.17396010033959566,0.06680682239433129,0.24552928269371505,1.6520069523375163,22.695159514745075,0.7283778066436449,0.26032948680222034
58,0.1738580838712149,0.06696190894400889,0.24400536380997,1.6499127311299937,22.935474793116253,0.7284971003731092,0.26195127827425796
59,0.1755329596615115,0.0683997529306153,0.24527092428170433,1.6521222438923149,22.82458233833313,0.7280764554937681,0.2564917237808307
60,0.17391181529261346,0.06661014804659887,0.24313460509906443,1.6597640856291898,22.746498187383015,0.7297360201676687,0.25437101038793725
61,0.1769920387991177,0.06875790860648304,0.24674201797145282,1.6711985284043838,22.767760912577312,0.7270522167285284,0.25359502496818703
62,0.17592310385648594,0.06804956853851792,0.24687735285869863,1.6637159719947696,22.785685459772747,0.7290435209870338,0.26185254007577896
63,0.17067459167898164,0.06536786990283533,0.23911673685376958,1.6279009174006853,22.982319196065266,0.7306107804179192,0.24937474727630615
64,0.17379967749927394,0.06658007657920667,0.24589298792587694,1.6526059850241788,22.49909996986389,0.7308543026447296,0.25260052643716335
65,0.17782138316899307,0.06902107538640961,0.2502435686052308,1.6755189789358036,22.875630378723145,0.7270326415697733,0.2627711147069931
66,0.17505269745985666,0.06777907318847123,0.24531941566356394,1.6548336143641509,22.98349356651306,0.7305150205890337,0.2556906584650278
67,0.17254709027880846,0.0664313467753719,0.2411084325276604,1.640097972958587,22.93476390838623,0.7321047385533651,0.24973301341136298
68,0.1742389801340972,0.06732042084715163,0.24425669649774714,1.6498577386833901,22.707165956497192,0.7307156249880791,0.25910113255182904
69,0.1734410005137902,0.06683462261864843,0.2426061775795249,1.6469151668770368,22.68126916885376,0.7324166670441628,0.25161553112169105
70,0.17269214750953424,0.0665314665511828,0.2432234876377638,1.6367665995923124,22.414146105448406,0.7251318320631981,0.25900012254714966
